Chr,Start,End,Strand,Gene_ID
10,207893755,207899712,+,107843631
10,207940081,207945671,+,124887887
10,208056846,208067818,+,107843637
10,208092904,208102435,+,107844597
10,208108514,208124815,+,107843641
10,208128354,208134516,-,107843642
10,208140362,208141742,-,107844600
10,208145428,208154865,+,107843643
10,208162471,208166124,-,107845098
10,208187631,208190890,+,107843644
10,208195291,208198730,-,107843645
10,208272162,208273211,+,107844601
10,208285863,208294220,-,107844602
10,208302339,208307797,+,107843646
10,208330095,208334469,+,107843647
10,208398752,208401998,-,107843648
10,208461113,208466789,+,107843649
10,208471564,208477459,-,107843650
10,208503044,208504609,-,107844603
10,208523651,208525680,-,107843651
10,208527892,208538735,-,107843652
10,208556346,208558966,+,107843654
10,208595130,208598908,+,107843655
10,208599427,208599881,-,107844604
10,208651301,208652620,-,107843656
10,208655371,208656336,-,107845100
10,208664164,208665507,-,107843659
10,208704848,208706452,+,107843660
10,208757692,208762333,+,107845103
10,208766141,208766754,+,107845104
10,208848020,208850560,+,107843661
10,208876600,208881801,-,107843662
10,208892453,208893894,-,107844607
10,208896691,208900772,-,107845107
10,209127121,209132856,-,124887888
10,209372717,209374548,+,107845113
10,209376635,209379944,+,107844611
10,209394777,209395409,+,124887889
10,209554923,209556335,+,124887890
10,209603349,209603972,+,107856252
10,209878271,209887447,+,107843686
10,209891103,209894995,+,107843685
10,209901063,209906514,-,107843684
10,209934492,209939250,-,107843683
10,209942453,209952293,-,107843682
10,209959562,209960583,-,107844614
10,209999048,210004758,+,107843681
10,210019873,210021060,+,107845114
10,210036394,210041940,+,107843680
10,210055374,210061855,-,107843679
10,210062963,210063277,-,107844613
10,210065536,210071487,+,107843678
10,210086019,210093921,+,107843677
10,210096999,210102505,+,107843676
10,210108390,210112910,+,124885185
10,210113098,210114666,+,107843717
10,210270706,210271615,-,107844626
10,210280306,210323714,-,107843689
10,210393588,210394142,+,107844631
10,210398810,210406453,+,107845118
10,210436812,210437912,-,107844630
10,210517252,210519340,-,107845117
10,210528998,210532812,+,107843695
10,210533101,210536883,-,107843696
10,210583415,210585077,-,107843697
10,210591738,210592190,+,107844633
10,210595980,210601023,+,107843698
10,210602804,210608433,-,107843699
10,210625178,210631792,+,107843700
10,210681534,210682919,+,107844635
10,210688865,210689488,+,107844637
10,210692168,210695866,+,107843702
10,210710064,210729314,-,107843703
10,210741632,210751148,+,107843704
10,210790830,210799148,+,107843705
10,210799598,210808408,+,107843706
10,210975135,210975990,-,107844639
10,211023378,211026597,+,107843709
10,211212599,211215808,+,107843730
10,211247819,211248301,+,107844659
10,211543468,211545779,+,124887892
10,211643672,211644157,+,124887893
10,211995333,211995800,+,124887894
10,212045856,212046644,+,107844652
10,212190614,212191730,+,107844650
10,212205718,212206908,-,107845128
10,212232318,212235067,+,107845127
10,212271196,212273447,+,107845126
10,212279883,212285390,+,107843729
10,212286469,212290803,-,107843728
10,212306922,212316175,+,107843727
10,212319475,212320879,+,107845125
10,212389851,212393851,+,107843726
10,212454716,212458087,+,107844647
10,212538628,212539657,-,107843723
10,212625970,212627020,+,107843719
10,212631438,212632372,-,107843718
10,212636582,212644138,-,107843716
10,212665436,212674010,+,107843715
10,212688159,212691201,-,124887895
10,212721591,212725364,-,107844641
10,212776445,212778643,+,124887896
10,212777250,212778496,-,107845122
10,212779605,212782063,-,124887649
10,212782166,212784207,-,107845121
10,212791259,212798936,+,107843714
10,212857558,212861909,-,107844640
10,212881000,212894114,+,107843712
10,212894164,212896460,-,107843713
10,212900241,212905294,-,107848794
10,212947034,212950311,-,107854522
10,212955891,212963672,-,107854585
10,212964550,212971375,-,107854557
10,212996451,212997969,+,107854564
10,212999838,213001737,-,107854565
10,213008547,213012374,-,107854581
10,213172740,213184936,+,107854546
10,213314036,213314999,-,107854527
10,213317171,213317703,-,107854512
10,213324967,213330496,+,107854587
10,213355847,213358802,+,107854556
10,213358291,213361215,-,107854511
10,213362645,213367425,+,107854541
10,213373871,213381654,+,107854540
10,213387213,213391464,+,107854539
10,213401470,213405366,-,107854553
10,213464172,213465960,+,107854509
10,213473631,213479965,+,107854508
10,213549481,213553443,+,107854507
10,213580218,213591661,-,107854562
10,213799103,213801681,-,107854583
10,213808873,213811003,+,107854525
10,213866528,213867520,-,124887898
10,213888505,213889035,+,107854506
10,213913992,213914751,+,107854524
10,213922357,213923365,+,107854517
10,213950526,213957019,-,107854535
10,213958460,213966666,+,107854534
10,214089377,214092055,-,107854529
10,214406353,214412017,+,107854591
10,214417614,214425779,+,107854566
10,214467129,214469781,+,107854497
10,214491153,214492305,+,107854531
10,214591997,214616576,+,107854542
10,214617666,214630875,-,107854558
10,214631995,214641666,-,107854569
10,214642441,214652709,-,107854559
10,214660850,214665135,+,107854544
10,214684247,214694375,+,107854575
10,214699355,214702828,+,107854568
10,214739629,214743705,+,107854516
10,214889916,214892652,+,107854582
10,214897319,214906074,+,107854567
10,214912063,214934166,+,107854548
10,214934868,214936934,-,107854521
10,214937824,214943207,-,107854537
10,214956657,214959688,-,107854520
10,214978501,214980834,-,107854552
10,214982381,214985779,+,107854550
10,214986660,215003868,+,107854549
10,215012906,215024621,+,107854554
10,215030003,215037346,-,107854492
10,215046808,215050675,+,107854571
10,215053258,215057176,+,107854577
10,215062934,215068062,+,107854590
10,215068290,215074552,-,107854574
10,215151086,215154751,+,107854580
10,215156400,215160552,-,107854579
10,215569799,215574930,+,107854573
10,215575460,215583738,-,107854563
10,215590877,215592687,-,107854515
10,215654845,215661338,+,107854547
10,215664644,215667323,-,107854589
10,215683532,215696163,+,107854570
10,215697682,215699262,+,107854578
10,215733638,215741926,-,107843731
10,215745616,215751292,+,107843733
10,215751838,215759112,-,107844661
10,215780830,215807994,-,107843734
10,215817545,215824264,-,107843735
10,215826003,215827938,+,107843736
10,215829161,215834067,-,107843737
10,215835689,215839419,-,107845136
10,215842303,215851335,+,107843738
10,215851959,215857317,-,107843741
10,215861489,215865715,-,107843739
10,215882744,215885330,+,107852251
10,215896620,215910923,-,107843744
10,215926901,215932282,+,107843745
10,215933325,215939495,-,107843746
10,215974801,215979718,+,107843747
10,216002483,216013449,+,107843748
10,216020099,216026384,+,107843749
10,216027335,216030599,-,107843750
10,216030974,216035333,-,107843751
10,216037030,216038151,-,107844662
10,216042275,216058609,-,107843753
10,216060266,216068323,+,107843754
10,216081698,216082734,+,107843755
10,216098089,216102555,-,107857031
10,216105541,216116951,+,107843756
10,216131313,216134764,-,107843757
10,216206309,216209295,-,107843758
10,216229598,216235541,-,107843760
10,216238615,216241248,-,107843761
10,216242923,216245675,-,107843762
10,216255051,216259082,+,107843763
10,216309033,216313666,-,107843764
10,216315178,216318313,+,124887899
10,216318327,216319041,+,124887900
10,216380688,216385248,+,107843766
10,216402350,216404329,-,107845137
10,216458813,216463314,-,107843767
10,216469051,216475511,-,107843768
10,216479668,216483674,+,107843769
10,216487612,216489829,-,107844663
10,216677503,216679328,+,107843772
10,216705985,216707619,-,107844665
10,216729891,216732052,-,107843773
10,216739698,216748092,-,107843774
10,216799846,216804210,+,107843776
10,216820688,216830014,-,107843777
10,216841442,216846370,-,107843778
10,216848339,216853990,+,107843780
10,216855185,216865113,-,107843779
10,216878751,216886865,+,107844666
10,216910660,216914014,+,107843781
10,216920624,216940583,+,107843783
10,216944885,216949244,+,107843784
10,216966517,216976582,+,107843785
10,216978613,216981075,-,107845143
10,216996625,216997142,+,107848526
10,217000082,217003057,-,107848360
10,217020811,217026483,+,107848148
10,217027511,217029246,-,107847154
10,217034602,217037033,-,107848528
10,217039588,217044626,-,107854860
10,217049031,217060616,+,107854861
10,217070833,217072394,-,107854862
10,217120754,217123781,+,107845144
10,217153479,217154519,+,107845145
10,217173998,217175924,+,107843788
10,217176135,217179282,-,107843787
10,217180364,217182851,-,107845146
10,217191246,217207315,-,107843789
10,217229736,217233241,+,107843790
10,217239513,217243560,-,107843791
10,217272014,217274882,+,107843792
10,217314815,217321522,+,107843795
10,217337939,217343816,+,107843796
10,217347481,217349878,+,107845148
10,217352623,217356987,-,107843797
10,217364505,217370597,+,107843798
10,217372593,217373556,-,107845149
10,217378838,217388278,-,107843799
10,217391467,217393023,+,107843800
10,217396421,217398506,+,107845150
10,217402079,217404735,+,107843801
10,217407465,217417537,-,107843803
10,217447651,217451434,-,107843805
10,217463767,217472401,+,107843806
10,217474282,217478135,-,107845151
10,217480252,217485163,-,107843807
10,217498596,217506801,+,107843808
10,217523642,217527441,-,124887901
10,217540142,217542042,-,107845154
10,217543186,217575019,-,107843815
10,217583297,217585957,-,107843819
10,217603727,217607368,+,107843822
10,217607045,217608878,-,107843823
10,217609357,217614336,+,107843820
10,217621415,217627621,+,107843824
10,217642609,217643914,-,107844672
10,217645872,217652439,-,107843826
10,217656481,217661643,-,107843827
10,217671511,217675906,-,107843828
10,217682352,217685153,-,107843829
10,217699094,217705135,+,107843830
10,217709121,217712762,+,107843831
10,217718038,217723857,+,107845155
10,217725035,217727788,+,107843833
10,217734717,217741934,-,107843834
10,217742555,217754840,+,107843835
10,217800814,217801844,-,124887664
10,217803383,217809499,-,107843848
10,217809991,217814220,-,107843847
10,217825467,217840537,+,107843846
10,217844982,217846906,-,107845158
10,217888854,217898498,+,107843845
10,217903716,217906872,+,107843844
10,217911370,217911923,+,107843840
10,217912073,217919266,+,124887665
10,217920567,217924402,-,107843842
10,217945755,217949715,+,107843814
10,217950526,217952554,-,107843810
10,217958669,217959653,+,107845153
10,217979771,217980712,+,107845230
10,217990595,217999892,+,107843813
10,217999982,218009410,-,107843811
10,218033496,218034075,+,107843851
10,218034589,218037960,+,107843852
10,218041429,218046495,+,107843854
10,218046830,218050026,-,107843853
10,218108270,218110626,+,107843857
10,218111833,218116606,+,107843855
10,218116545,218122646,-,107843856
10,218125987,218137829,-,107843858
10,218139559,218142202,-,107843859
10,218165282,218168786,-,107843861
10,218204329,218209066,-,107843862
10,218217392,218222660,+,107843863
10,218225481,218226353,+,107845159
10,218233485,218234797,+,107843864
10,218268763,218271660,+,107843865
10,218297668,218302177,-,107843866
10,218305263,218310238,-,107843867
10,218325710,218329969,-,107844676
10,218333880,218336022,-,107845160
10,218390947,218395949,+,107844679
10,218417611,218419833,-,107845162
10,218431510,218433304,-,107872582
10,218433410,218437564,+,107843871
10,218439426,218448102,+,107843872
10,218448314,218453716,-,107843873
10,218457829,218461340,-,107843874
10,218495751,218496233,-,124887902
10,218526296,218528809,-,107844684
10,218532263,218536657,-,107843876
10,218537643,218542349,-,107844685
10,218568697,218572536,+,107843877
10,218589136,218590060,+,107843878
10,218591864,218595104,+,107844687
10,218596612,218599999,-,107843879
10,218669312,218671452,-,107845163
10,218694018,218707381,+,107843881
10,218710519,218715332,-,107843883
10,218741437,218742694,+,124887903
10,218750697,218756541,-,107843884
10,218789810,218792578,+,107843885
10,218795996,218809303,+,107843886
10,218811016,218815034,+,107844691
10,218824341,218826735,+,107843887
10,218831781,218835420,+,107843888
10,218836078,218838673,+,107845164
10,218839510,218840070,-,107845166
10,218845582,218847529,+,107845167
10,218848709,218864672,+,107843890
10,218864827,218867562,-,107843892
10,218870066,218873966,-,107843891
10,218878208,218882832,+,107843893
10,218883806,218886418,-,107843894
10,218889619,218891347,+,107845168
10,218895927,218903870,+,107843896
10,218908808,218911219,-,107845169
10,218936147,218944500,-,107843897
10,218973483,218997523,+,107844695
10,218998197,219002397,-,107843898
10,219023276,219024445,-,124887671
10,219029176,219033283,-,107843908
10,219070271,219075704,-,107843899
10,219077968,219087040,+,107845170
10,219089338,219090860,+,107844698
10,219094979,219098712,+,107843901
10,219098862,219106098,-,107843900
10,219106401,219113718,+,107843903
10,219114862,219120702,+,107843904
10,219124019,219129868,+,107843907
10,219129960,219135738,-,107843905
10,219148976,219153107,+,107852797
10,219162878,219164746,-,107845171
10,219173685,219175998,-,107844699
10,219187070,219188992,-,107843909
10,219190218,219197461,-,124887905
10,219195300,219196274,+,107843910
10,219222236,219228038,-,107843917
10,219230894,219235087,-,107843916
10,219249627,219252580,+,107843915
10,219254351,219256717,+,107845173
10,219258757,219267135,-,107843914
10,219278344,219282505,+,107843913
10,219282748,219286367,-,107843911
10,219297309,219308599,+,107843923
10,219308595,219314595,-,107843922
10,219319717,219327338,-,124887906
10,219329245,219333932,+,107843919
10,219338566,219340302,-,124887907
10,219344291,219352771,+,107843918
10,219367645,219368952,-,107844702
10,219375920,219380582,+,107843926
10,219387880,219395707,+,107843925
10,219405131,219406440,-,124887908
10,219408462,219413252,-,107843928
10,219417325,219420734,+,107843929
10,219421515,219427832,-,107843930
10,219461520,219465405,+,107843932
10,219467702,219478167,-,107843931
10,219490402,219493182,+,107845176
10,219525526,219526104,-,124887909
10,219660392,219665319,-,124887672
10,219689660,219691806,-,124887677
10,219696109,219699369,+,107843934
10,219708484,219708975,+,107844707
10,219710666,219717590,-,107843935
10,219726553,219727458,-,107844708
10,219727796,219731086,-,107844709
10,219732118,219736788,-,107843936
10,219746668,219751317,-,107843937
10,219753282,219757865,-,107843938
10,219777921,219778809,-,124887679
10,219783465,219787479,-,107843939
10,219793841,219799235,-,107843942
10,219803349,219808042,-,107843940
10,219873555,219877989,+,107843944
10,219878434,219883543,-,107843945
10,219889135,219894522,+,107843946
10,219894876,219896439,-,107845177
10,219898979,219900230,-,107843948
10,219902205,219907708,-,107843949
10,219910682,219913156,-,107843947
10,219918953,219921376,+,107843950
10,219925474,219930284,-,107843952
10,219935615,219939048,-,107845179
10,219940329,219951161,+,107843953
10,219951401,219953234,+,107843954
10,219965018,219966888,-,107843968
10,219969854,220003476,-,107843957
10,219974219,219980325,-,107843956
10,220015254,220021498,-,107843958
10,220042583,220055126,+,107844714
10,220086202,220095988,-,107843959
10,220104438,220105859,+,107843963
10,220110000,220110536,-,124887912
10,220110579,220117499,+,107844076
10,220117611,220122601,+,107843960
10,220163310,220164190,-,124887914
10,220178218,220180344,-,124887681
10,220190322,220192855,-,124887682
10,220202041,220203207,-,107843962
10,220204319,220209120,-,107844718
10,220234858,220245182,+,107843965
10,220272584,220274683,-,107843964
10,220280943,220281499,+,124887915
10,220302908,220303522,+,124885246
10,220306474,220311779,-,107843970
10,220319969,220325442,-,107843969
10,220327266,220331704,-,107843973
10,220335171,220338489,+,107844720
10,220342483,220344938,+,107843974
10,220346992,220350606,-,107843975
10,220358071,220361230,+,107843977
10,220361502,220367489,-,107843976
10,220369142,220379869,+,107843979
10,220384237,220385422,-,107845184
10,220401399,220402795,-,124887684
10,220409801,220410531,-,107845185
10,220412050,220415886,+,107844721
10,220416752,220428827,-,107843981
10,220433386,220437990,-,107843982
10,220439785,220447786,+,107845186
10,220474653,220475249,-,107843991
10,220556486,220558908,-,107843993
10,220567322,220570283,+,107843994
10,220570769,220573886,-,107843995
10,220593082,220598289,+,107843996
10,220602112,220604131,-,107843997
10,220605782,220617861,-,107843998
10,220631831,220635236,-,107843999
10,220640218,220647623,-,107844001
10,220661129,220663682,+,107844727
10,220664413,220667009,-,107844002
10,220681264,220685089,+,107844003
10,220690511,220693327,+,107845191
10,220711188,220717715,+,107844004
10,220719358,220725841,+,107844005
10,220726069,220728909,-,107844006
10,220730732,220738972,+,107844007
10,220739496,220743130,-,107844008
10,220744081,220752944,+,107844009
10,220760625,220761465,+,107845192
10,220768924,220774735,+,107844011
10,220774883,220776633,+,107845194
10,220778393,220782731,+,107845195
10,220783395,220790036,+,107844012
10,220790169,220793084,+,107845196
10,220793453,220802215,-,107844013
10,220816358,220821177,+,107844014
10,220824176,220829085,+,107844015
10,220833607,220836382,-,107844016
10,220862122,220863894,+,107845189
10,220865145,220872493,-,107843990
10,220876145,220881379,-,107843989
10,220889049,220889577,+,107845188
10,220897447,220899783,-,107843988
10,220902138,220911542,-,107844722
10,220915267,220918875,-,107845187
10,220919142,220922152,-,107843987
10,220923340,220923758,-,107843986
10,220927103,220927539,-,107843985
10,220935736,220941768,-,107843983
10,220942256,220945661,+,107844069
10,220946164,220955141,-,107844070
10,221002257,221004437,+,107844073
10,221010261,221011971,-,107844075
10,221013170,221016202,+,124887918
10,221050168,221051303,-,107844742
10,221058452,221061416,-,107844071
10,221066300,221067492,-,124887919
10,221068456,221078906,-,107852400
10,221089514,221091130,-,107844032
10,221091137,221095505,-,107844033
10,221096255,221099072,-,107844034
10,221100754,221103674,+,107844035
10,221139665,221146911,+,107844022
10,221149065,221153954,+,107844023
10,221158896,221161724,+,107844024
10,221166954,221170066,+,107844025
10,221175554,221176027,-,124887920
10,221257745,221272732,+,107844026
10,221273457,221287346,-,107844027
10,221288747,221292498,+,107844029
10,221293030,221299310,-,107844030
10,221300712,221303857,-,107844031
10,221311212,221311754,-,107844730
10,221356156,221357804,-,107844731
10,221367046,221368097,+,107844732
10,221369466,221375349,-,107844733
10,221389641,221395697,-,107844040
10,221421597,221422854,-,107844042
10,221454500,221465830,-,107844037
10,221466691,221472175,-,107844039
10,221481645,221487336,+,107844044
10,221486964,221491180,+,107844045
10,221497923,221504938,+,107844047
10,221505255,221508253,+,107844048
10,221516500,221524023,+,107844049
10,221525673,221532270,-,107844050
10,221536891,221539943,-,107844051
10,221542571,221558163,-,107844052
10,221558746,221562951,-,107844053
10,221563099,221572016,-,107844054
10,221574789,221580872,+,107844056
10,221581483,221585378,+,107844058
10,221585846,221589398,-,107844057
10,221592918,221607502,+,107844059
10,221608341,221616803,-,107844061
10,221616935,221622122,-,107844062
10,221623026,221623718,-,107845199
10,221627492,221640788,+,107844735
10,221641414,221651313,+,107844065
10,221651595,221662093,-,107844066
10,221701880,221703156,-,107844736
10,221708870,221721005,-,107844067
11,183567,196123,-,107847497
11,196257,201306,+,107847498
11,228191,233101,+,107848118
11,233719,254801,-,107847820
11,258128,262854,+,107847953
11,263248,266212,-,107847954
11,270688,275873,+,107848521
11,314814,318116,+,107847219
11,324598,340929,+,107847713
11,347070,350470,+,107847046
11,355760,364146,-,107848488
11,399138,402944,+,107856443
11,416456,422803,+,107856433
11,498641,501881,-,107856450
11,501745,503977,-,107856449
11,514993,520923,+,107856444
11,521569,522667,+,107856428
11,526691,532492,+,107856436
11,538862,540029,-,107856445
11,541762,544106,-,107856447
11,546334,547410,+,107856442
11,547976,553983,-,107856441
11,594134,600546,+,107852854
11,601598,607525,-,107852855
11,625772,635194,+,107852846
11,640830,644092,-,107852860
11,673361,675372,+,107852859
11,684293,692476,-,107852847
11,693284,700245,-,107852848
11,704012,705555,-,107852849
11,712747,721228,-,107852851
11,725830,737708,-,107852857
11,743148,748827,-,107852853
11,756656,759796,-,107852856
11,771450,777278,-,107852852
11,884178,891570,-,107852515
11,903632,908329,+,107846826
11,910981,929301,-,107847448
11,943366,945125,-,107848158
11,951527,954138,-,107847002
11,963467,964116,-,107847092
11,973922,976819,-,107848660
11,976967,985730,-,107847910
11,990694,995314,+,107847873
11,1038282,1050319,+,107848557
11,1083078,1090379,+,107854658
11,1090889,1100145,-,107855250
11,1101050,1105415,+,107854661
11,1106037,1106723,-,124888574
11,1132362,1137457,+,107847386
11,1138694,1144310,+,107847960
11,1150118,1153475,+,107846847
11,1153751,1158488,-,107848637
11,1170501,1176770,+,107847385
11,1178132,1183790,+,107847387
11,1184300,1190296,-,107847388
11,1190898,1197669,+,107846913
11,1200367,1204659,+,124888575
11,1209464,1210087,-,124888576
11,1219268,1226977,+,107847577
11,1233089,1237798,+,107847578
11,1238055,1245342,-,107854102
11,1258347,1264460,-,107848056
11,1265487,1270354,-,107847685
11,1274765,1280313,+,107848210
11,1280884,1288305,-,107846889
11,1291087,1301019,+,107847557
11,1317382,1321139,-,107846881
11,1329345,1330713,+,107847066
11,1419775,1422179,+,107846908
11,1541186,1542028,-,107846816
11,1546895,1550949,+,107848126
11,1551615,1556434,-,107848127
11,1567935,1587626,-,107847359
11,1587610,1600619,-,107847358
11,1612069,1619397,+,107848076
11,1628454,1636588,+,107856721
11,1637827,1644872,-,107856735
11,1665476,1671292,+,107856728
11,1671446,1676226,+,107856727
11,1679616,1682379,+,107856730
11,1682525,1685937,+,107856731
11,1686046,1689290,+,107856734
11,1689955,1692818,+,107856732
11,1692973,1696343,+,107856733
11,1698371,1701748,+,107856729
11,1704677,1708176,+,107856748
11,1709683,1716887,-,107856746
11,1719459,1725974,-,107856744
11,1730121,1744571,-,107856718
11,1760383,1761891,-,124885164
11,1777619,1782711,+,107856737
11,1783140,1783906,-,124888593
11,1787349,1792398,-,107856750
11,1794420,1801887,-,107856742
11,1807407,1815232,+,107856751
11,1820682,1823698,+,107856736
11,1833419,1836945,-,107856724
11,1844375,1847563,-,107856743
11,1852547,1860668,+,107856747
11,1868079,1870947,-,107856723
11,1880750,1885758,-,107856745
11,1932012,1936440,-,107848496
11,1941828,1945076,+,107847633
11,1969285,1971129,+,107847631
11,1971126,1973068,-,107847632
11,2023377,2025191,+,107848248
11,2043144,2043959,+,107846858
11,2047502,2050371,+,107848469
11,2078227,2079986,-,107848575
11,2123699,2129874,-,107848120
11,2134784,2135758,-,124888594
11,2148982,2158625,+,107848368
11,2164021,2167529,-,107847927
11,2200558,2210384,-,107848049
11,2224808,2232269,-,107846856
11,2240197,2246953,-,107848284
11,2266479,2268746,+,107848566
11,2299950,2302092,+,107846900
11,2311204,2312163,-,107848353
11,2327955,2332954,+,107853974
11,2332980,2335828,-,107853970
11,2343035,2358658,-,107856581
11,2362938,2364718,-,107848465
11,2379047,2385812,-,107848396
11,2396547,2398387,+,107846862
11,2400171,2411688,-,107847885
11,2420761,2422315,+,107846863
11,2430312,2432511,-,107848427
11,2438039,2448935,+,107847916
11,2465480,2466654,+,107846888
11,2608226,2609324,-,107846930
11,2621100,2629358,-,107848067
11,2630551,2641457,-,107847736
11,2659313,2670425,+,107847968
11,2670551,2671833,+,107847969
11,2680689,2685671,+,107848698
11,2686247,2690857,-,107848253
11,2696200,2698944,-,107846944
11,2700873,2707642,+,107848498
11,2712429,2715526,+,107846923
11,2835628,2839011,+,124888600
11,2944467,2946898,-,107848143
11,2990220,2999772,-,107867398
11,3018252,3031887,+,107852649
11,3036568,3037660,+,107861449
11,3066126,3072632,-,107867404
11,3090307,3094096,+,107848193
11,3093438,3093995,+,124885251
11,3139096,3139554,-,124888577
11,3145741,3189560,-,107847553
11,3237947,3238612,+,124888578
11,3243035,3243765,-,107846835
11,3274454,3281586,-,107847314
11,3282849,3298221,+,107847313
11,3305707,3308635,+,107847805
11,3309191,3312417,-,107847806
11,3328311,3330461,-,107848617
11,3345394,3352224,+,107847072
11,3388169,3399514,+,107846957
11,3404616,3413368,+,107847746
11,3422564,3424212,-,107846831
11,3436174,3438561,+,107847138
11,3440010,3446695,-,107847522
11,3471070,3473682,-,107848217
11,3616449,3626770,-,107847591
11,3627647,3639414,-,107848721
11,3647731,3653325,-,107847726
11,3654163,3657514,-,107848150
11,3658815,3666203,-,107847737
11,3684327,3694585,+,107846807
11,3698096,3699639,+,107848542
11,3699709,3706055,-,107846806
11,3720312,3730415,-,107847999
11,3753761,3755672,-,107848137
11,3781069,3787976,+,107848384
11,3797791,3802535,-,107848553
11,3810458,3844965,-,107847611
11,3840131,3840775,-,124888579
11,3849514,3866913,+,107847978
11,3924675,3929166,+,107847547
11,3945950,3950131,+,107848531
11,3967294,3993257,-,107847952
11,3980746,3989326,-,124888605
11,4012225,4015457,+,107847884
11,4060503,4062316,+,107846805
11,4068266,4082471,-,107847847
11,4091896,4093819,-,107847951
11,4167060,4175976,-,107847861
11,4265170,4267943,+,107848147
11,4283062,4283474,+,107846837
11,4302343,4309280,-,107848045
11,4313285,4324777,+,107847452
11,4325091,4337346,-,107847453
11,4361193,4367355,+,107848318
11,4380425,4382188,-,107848436
11,4404851,4406226,+,107847192
11,4417544,4423284,-,107848311
11,4469083,4469406,+,124888583
11,4503483,4509383,+,107847460
11,4509416,4515927,-,107847459
11,4517995,4528510,-,107848085
11,4530356,4534371,-,107848451
11,4562836,4566931,+,107846974
11,4567813,4571284,+,107847181
11,4571430,4583049,-,107847510
11,4592594,4595690,+,107848228
11,4634899,4636456,-,107846832
11,4642963,4659850,-,107848275
11,4664643,4667657,-,107847078
11,4669092,4680805,-,107848548
11,4685423,4686052,+,107846803
11,4702987,4706404,+,107846802
11,4719711,4739509,-,124888608
11,5044542,5051585,-,124888613
11,5086425,5094655,+,107848491
11,5098740,5104367,+,107848003
11,5104237,5105523,-,107848002
11,5108057,5118576,-,107847472
11,5146336,5154592,+,107847530
11,5155954,5157440,-,107847112
11,5157888,5165376,-,107847741
11,5175819,5177892,-,107846800
11,5179258,5186481,-,107848338
11,5236691,5241401,-,107848710
11,5397451,5398866,+,107846797
11,5491361,5499211,+,107848237
11,5533816,5541212,+,107848135
11,5712182,5747078,-,107847743
11,5843944,5847317,-,107846794
11,5920822,5923288,+,107848516
11,5978940,5979452,+,107846791
11,5991695,5992805,+,107846790
11,6030525,6032569,+,107848234
11,6035698,6037997,+,107848457
11,6051983,6056298,-,107848449
11,6065611,6071908,+,107847586
11,6072473,6083497,-,107847585
11,6091727,6108043,-,107846788
11,6139990,6146407,+,107847959
11,6150604,6155622,-,107847174
11,6261310,6263105,-,107847080
11,6471031,6473399,+,107852759
11,6483168,6493675,-,107852748
11,6557802,6558233,-,124888767
11,6631559,6635503,-,107852745
11,6639414,6648245,-,107852750
11,6655855,6660285,-,107852755
11,6663639,6668961,-,107852757
11,6669792,6681056,-,107852756
11,6693187,6695996,+,107852761
11,6698906,6703187,-,107852749
11,6710340,6713405,+,107852754
11,6711726,6717288,-,107852751
11,6732753,6733955,-,107852744
11,6737352,6738611,-,107852743
11,6744441,6745320,-,107852760
11,6846199,6852941,-,107854963
11,7050680,7063780,-,107847621
11,7131517,7135755,-,107847540
11,7376761,7377168,+,107854396
11,7417855,7418520,+,124888768
11,7756321,7756785,-,107854393
11,7855457,7856445,-,107847231
11,7884446,7890171,-,107847431
11,7936524,7937800,+,107848627
11,7986326,7988273,-,107847305
11,8002911,8018536,-,107847818
11,8169996,8170472,-,107850178
11,8351058,8357962,-,107847822
11,8384528,8389327,+,107848131
11,8400789,8413036,+,107848435
11,8407285,8408307,-,124888770
11,8409954,8413012,-,124888624
11,8414625,8419824,-,107848314
11,8420670,8432095,-,107847892
11,8433305,8442463,-,107847506
11,8452898,8459932,-,107848634
11,8472020,8473760,-,107848530
11,8474693,8475439,-,107846946
11,8540731,8543073,+,124888771
11,8557488,8560946,-,107848669
11,8666559,8667083,-,124888772
11,8816431,8829937,+,124888773
11,8847836,8850730,+,107848505
11,8850808,8853278,-,107848504
11,8969579,8972009,-,107848610
11,8979135,8981154,-,107847044
11,9082306,9105787,-,107847289
11,9107588,9124513,-,107846750
11,9112802,9116896,-,107847288
11,9146531,9150230,+,107846951
11,9161670,9166356,-,107847412
11,9420932,9422890,-,107847249
11,9475365,9477039,-,107852356
11,9510940,9522930,-,107848178
11,9786893,9788101,+,124888775
11,9836273,9836599,+,124888776
11,9857761,9860774,+,107846934
11,10095893,10096539,+,107846743
11,10098388,10099125,-,124888777
11,10117152,10118233,-,107846746
11,10122293,10123030,-,124888778
11,10260610,10262387,-,107846745
11,10459040,10460591,+,107846740
11,10512052,10571596,+,124888779
11,10631632,10645303,+,107847329
11,10644050,10645101,+,124888780
11,10647466,10654967,+,107847328
11,10659404,10673504,-,107848123
11,10702887,10705968,-,107847118
11,10709102,10717626,-,107847879
11,10764074,10765394,-,107848400
11,10880575,10882061,-,107847103
11,11026251,11027435,-,107847177
11,11046091,11047226,-,107847142
11,11084377,11085378,+,107846732
11,11139070,11139982,-,107846733
11,11355098,11356397,-,107846945
11,11463416,11464607,-,107848447
11,11625162,11626490,-,107848495
11,11808514,11809789,+,107848250
11,11817511,11818683,-,107846836
11,11833719,11855155,+,107847667
11,11873436,11877416,+,107848352
11,11911119,11921551,+,107848095
11,11924209,11931215,+,107848402
